날짜,발전기명,주소,설비용량(MW),일일발전량(Wh)
2020-10-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5193000
2020-10-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10242000
2020-10-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4267800
2020-10-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4613400
2020-10-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12967200
2020-10-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12612600
2020-10-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3475800
2020-10-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10481400
2020-10-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9399600
2020-10-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5241600
2020-10-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8110800
2020-10-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7709400
2020-10-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8985600
2020-10-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7225200
2020-10-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9637200
2020-10-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5356800
2020-10-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11158200
2020-10-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11550600
2020-10-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10254600
2020-10-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11032200
2020-10-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3033000
2020-10-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5796000
2020-10-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11169000
2020-10-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11390400
2020-10-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9664200
2020-10-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9723600
2020-10-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9300600
2020-10-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9000000
2020-10-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10486800
2020-10-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7653600
2020-10-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8118000
2020-11-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2097000
2020-11-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8955000
2020-11-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10963800
2020-11-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9480600
2020-11-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9365400
2020-11-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3088800
2020-11-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8379000
2020-11-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9235800
2020-11-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10144800
2020-11-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9261000
2020-11-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9176400
2020-11-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9261000
2020-11-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7839000
2020-11-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6492600
2020-11-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7997400
2020-11-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6867000
2020-11-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5842800
2020-11-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2847600
2020-11-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1126800
2020-11-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9036000
2020-11-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1346400
2020-11-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3470400
2020-11-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9090000
2020-11-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3061800
2020-11-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8749800
2020-11-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7221600
2020-11-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3697200
2020-11-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8674200
2020-11-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8699400
2020-11-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8901000
2020-12-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8503200
2020-12-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3808800
2020-12-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8598600
2020-12-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8080200
2020-12-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7833600
2020-12-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7758000
2020-12-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2710800
2020-12-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7675200
2020-12-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7516800
2020-12-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6343200
2020-12-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3396600
2020-12-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7628400
2020-12-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2509200
2020-12-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8818200
2020-12-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8839800
2020-12-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8746200
2020-12-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8427600
2020-12-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4282200
2020-12-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8553600
2020-12-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8110800
2020-12-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8001000
2020-12-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7362000
2020-12-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5254200
2020-12-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6858000
2020-12-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8224200
2020-12-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6051600
2020-12-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3983400
2020-12-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7155000
2020-12-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2988000
2020-12-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7990200
2020-12-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8827200
2021-01-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8616600
2021-01-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8652600
2021-01-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7574400
2021-01-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7426800
2021-01-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8400600
2021-01-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9009000
2021-01-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9459000
2021-01-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9525600
2021-01-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9261000
2021-01-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8931600
2021-01-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2433600
2021-01-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8042400
2021-01-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6917400
2021-01-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7536600
2021-01-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5923800
2021-01-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8438400
2021-01-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9768600
2021-01-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4905000
2021-01-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9054000
2021-01-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8251200
2021-01-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4393800
2021-01-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2174400
2021-01-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,496800
2021-01-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2169000
2021-01-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7875000
2021-01-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1785600
2021-01-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7583400
2021-01-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6757200
2021-01-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11145600
2021-01-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4615200
2021-01-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9426600
2021-02-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7210800
2021-02-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10920600
2021-02-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10616400
2021-02-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11147400
2021-02-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7806600
2021-02-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8746200
2021-02-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5594400
2021-02-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10998000
2021-02-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10998000
2021-02-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8962200
2021-02-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9730800
2021-02-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9826200
2021-02-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10103400
2021-02-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3664800
2021-02-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6449400
2021-02-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9331200
2021-02-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12007800
2021-02-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11820600
2021-02-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11644200
2021-02-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10409400
2021-02-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8920800
2021-02-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4406400
2021-02-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10468800
2021-02-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9439200
2021-02-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4273200
2021-02-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10756800
2021-02-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3740400
2021-02-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10654200
2021-03-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,561600
2021-03-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3589200
2021-03-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9644400
2021-03-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5077800
2021-03-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12409200
2021-03-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,801000
2021-03-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7558200
2021-03-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8614800
2021-03-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11410200
2021-03-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12727800
2021-03-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11761200
2021-03-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1843200
2021-03-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10197000
2021-03-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11278800
2021-03-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8515800
2021-03-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13028400
2021-03-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12672000
2021-03-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4507200
2021-03-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5661000
2021-03-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1848600
2021-03-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8951400
2021-03-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14243400
2021-03-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12943800
2021-03-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10436400
2021-03-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12605400
2021-03-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10506600
2021-03-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3072600
2021-03-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11368800
2021-03-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13044600
2021-03-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14005800
2021-03-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13912200
2021-04-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11534400
2021-04-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12241800
2021-04-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,1773000
2021-04-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5421600
2021-04-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14738400
2021-04-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10602000
2021-04-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13109400
2021-04-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12951000
2021-04-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11948400
2021-04-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,15003000
2021-04-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12925800
2021-04-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4276800
2021-04-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10936800
2021-04-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,15157800
2021-04-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12553200
2021-04-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9090000
2021-04-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7525800
2021-04-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14473800
2021-04-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13957200
2021-04-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13228200
2021-04-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13249800
2021-04-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8299800
2021-04-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4554000
2021-04-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7948800
2021-04-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13960800
2021-04-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13764600
2021-04-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9700200
2021-04-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11854800
2021-04-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7439400
2021-04-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7086600
2021-05-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3148200
2021-05-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14662800
2021-05-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14689800
2021-05-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6886800
2021-05-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14167800
2021-05-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12758400
2021-05-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11989800
2021-05-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13438800
2021-05-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14886000
2021-05-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4474800
2021-05-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13786200
2021-05-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12502800
2021-05-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14130000
2021-05-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12605400
2021-05-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4154400
2021-05-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2462400
2021-05-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2944800
2021-05-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11617200
2021-05-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14259600
2021-05-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2977200
2021-05-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2424600
2021-05-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13980600
2021-05-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11232000
2021-05-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8490600
2021-05-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12938400
2021-05-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9891000
2021-05-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7498800
2021-05-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3049200
2021-05-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11250000
2021-05-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14837400
2021-05-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4874400
2021-06-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7732800
2021-06-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13609800
2021-06-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4710600
2021-06-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14221800
2021-06-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13737600
2021-06-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13552200
2021-06-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7702200
2021-06-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9716400
2021-06-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12929400
2021-06-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8236800
2021-06-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9212400
2021-06-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,14538600
2021-06-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11919600
2021-06-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8784000
2021-06-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2941200
2021-06-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2424600
2021-06-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,5592600
2021-06-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8035200
2021-06-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13048200
2021-06-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13008600
2021-06-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9298800
2021-06-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3558600
2021-06-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6523200
2021-06-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13973400
2021-06-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13698000
2021-06-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6859800
2021-06-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10978200
2021-06-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12367800
2021-06-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12924000
2021-06-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,4701600
2021-07-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13435200
2021-07-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8125200
2021-07-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2412000
2021-07-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,3513600
2021-07-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10143000
2021-07-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10170000
2021-07-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9045000
2021-07-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13064400
2021-07-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11251800
2021-07-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8038800
2021-07-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12373200
2021-07-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12650400
2021-07-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12211200
2021-07-14,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8247600
2021-07-15,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9889200
2021-07-16,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13174200
2021-07-17,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10510200
2021-07-18,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11545200
2021-07-19,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9606600
2021-07-20,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11878200
2021-07-21,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12286800
2021-07-22,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13100400
2021-07-23,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12907800
2021-07-24,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11728800
2021-07-25,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9950400
2021-07-26,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13150800
2021-07-27,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12522600
2021-07-28,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,13447800
2021-07-29,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12711600
2021-07-30,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,12655800
2021-07-31,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11028600
2021-08-01,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,8548200
2021-08-02,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9293400
2021-08-03,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10827000
2021-08-04,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11050200
2021-08-05,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11446200
2021-08-06,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,10981800
2021-08-07,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,9669600
2021-08-08,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,2833200
2021-08-09,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7797600
2021-08-10,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,7909200
2021-08-11,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,11039400
2021-08-12,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6598800
2021-08-13,동해시하수종말처리장태양광,강원도 동해시 공단1로 316,2.4,6550200
